1,0.590000000000003,-1.19,0,31.9750014166667,-1.69375,-40.9453141666667,0.065,0.025,9.69200058333333,191.666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,-0.219999999999999,-1.23,0,31.1053581904762,-3.45803571428571,-41.7098231428571,0.147528571428571,0.358771428571429,9.83742904761904,252.380952380952,0,0,0,0,0,0,0,0,0,-37.5714285714286,0,0,0,0,0,0,0,0,-43.3333333333333,-58.8095238095238,0,0,0,0,0,0,-60.9523809523809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-52.7142857142857,0,0,0,-48.9047619047619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-36.4285714285714,-45.2857142857143,-45.2857142857143,0,0,0,0,0,0,0
3,-0.989999999999995,-1.26,0,34.4118769333333,-1.384375,-40.4237515,-0.383635,-0.1777,9.78277053333333,136.666666666667,0,0,0,0,0,0,0,0,0,-61.3,0,0,0,0,0,0,0,0,-53.6666666666667,-82.3333333333333,0,0,0,0,0,0,-81.6333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-13.1666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-75.5333333333333,0,0,0,-70.2333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-47.1,-61,-60.4,0,0,-53.9,0,0,0,0
4,-1.77,-1.26,0,33.1065563902439,-1.71905487804878,-41.6309469512195,0.121317073170732,-0.0957621951219512,9.76904675609756,468.292682926829,0,0,0,0,0,0,0,0,0,-63.1951219512195,0,0,0,0,0,0,0,0,-63.9512195121951,-93.4390243902439,0,0,0,0,0,0,-72.2926829268293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.34146341463415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65.5121951219512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-76.1219512195122,0,0,0,-57.7560975609756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-47.4878048780488,-61.0243902439024,-61.0243902439024,0,0,-60.0975609756098,0,0,0,0
5,-2.53,-1.25,0,33.4471893,-1.2834375,-41.5584392,0.1089975,0.2062875,9.9786606,445,0,0,0,0,0,0,0,0,0,-58.7,0,0,0,0,0,0,0,0,-74,-88.7,0,0,0,0,0,0,-80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-53,-63.7,-63.7,0,0,0,0,0,0,0
6,-3.29,-1.25,0,32.3250014375,0.421875,-42.629298375,0.3979875,-0.048009375,9.6706783125,293.75,0,0,0,0,0,0,0,0,0,-61.0625,0,0,0,0,0,0,0,0,-74,-89.75,0,0,0,0,0,0,-79.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-80.3125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-74.5625,0,0,0,-32.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-53,-63.4375,-63.4375,0,0,0,-41.125,-41.125,0,0
7,-4.07,-1.23,0,31.021024,-0.489204545454545,-43.5681836363636,0.730527272727273,-0.0650863636363636,9.64161845454545,381.818181818182,0,0,0,0,0,0,0,0,0,-62.0909090909091,0,0,0,0,0,0,0,0,-60.5454545454545,-92,0,0,0,0,0,0,-80.1818181818182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-59.7272727272727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-67.0909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-73.2727272727273,0,0,0,-60.5454545454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-51.5454545454545,-62.5454545454545,-62.5454545454545,0,0,0,-88.1818181818182,-76.9090909090909,0,0
8,-4.82,-1.21,0,31.8625011111111,-0.0125,-42.4041682222222,0.469016666666667,-0.180016666666667,10.2661172222222,0,0,0,0,0,0,0,0,0,0,-61,0,0,0,0,0,0,0,0,-72.3333333333333,-87.5555555555556,0,0,0,0,0,0,-82.1111111111111,-51.1111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-32.4444444444444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-78.1111111111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-76.8888888888889,0,0,0,-49.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-52.7777777777778,-51,-65.8888888888889,-64.7777777777778,0,0,0,-57.3333333333333,-62.6666666666667,0,0
9,-5.44,-1.2,0,29.0171889166667,2.00937516666667,-42.3000020833333,0.44665,-0.1234875,9.73966308333333,300,0,0,0,0,0,0,0,0,0,-50.8333333333333,0,0,0,0,0,0,0,0,-59.1666666666667,-83,0,0,0,0,0,0,-82.25,-91.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-62.5,0,0,0,0,0,0,0,0,-23,0,0,0,0,0,-79.25,0,0,0,-61.6666666666667,0,0,0,0,0,-19.5,0,0,0,0,0,0,0,0,-94.25,-50.75,-69,-67.5,0,0,0,-84,-78.3333333333333,0,0
10,-5.53,-1.17,0,-1.434375,27.435938625,-41.983595375,0.85790625,0.62173125,10.13701925,512.5,0,0,0,0,0,0,0,0,0,-61,0,0,0,0,0,0,0,0,-71,-80,0,0,0,0,0,0,-80,-90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-75,0,0,0,0,0,0,0,0,-92,0,0,0,0,0,-77,0,0,0,-74,0,0,0,0,0,-78,0,0,0,0,0,0,0,0,-92,-50,-69,-69,0,0,0,-78,-94,0,0
