1,0.890000000000004,-1.19,0,30.6492201666667,-1.56875,-38.1578140416667,-0.39616875,0.2976125,9.800338,-454.166666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-60.0416666666667,0,0,0,0,0,-63,-72,0,0,-70.3333333333333,-62.25,-62.25,0,0,0,0,-86.375,-69,-56.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-67.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-62.25,-70.5,0,0,0,0,0,-63.0833333333333,-70.5,0,0,0,0,0,0,-51.3333333333333,0,-57.75,0,0,0,0,0,0,0,0,0,0,0,0,0,-54.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-58.7916666666667,0,0,0,0,0,0,-48.1666666666667,-69,0,0,0,0,0,0,0,0,0,0,-56.25,-75.375,0,0,0,0,-70.625,0,-43.9166666666667,0,0,0,0,0,0,0,0,0,0,-52.5833333333333,-65.75,-65.625,0,0,-69.6666666666667,-63.75,-63.75,0,-57.75
2,-0.0599999999999994,-1.16,0,31.0647335357143,0.456026785714286,-39.0703142142857,-0.420932142857143,-0.0127553571428571,9.86631996428572,-75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-61.3928571428571,0,0,0,0,0,-51,-58.2857142857143,0,0,-73.8571428571429,-50.3928571428571,-20.75,0,0,0,0,-85.0714285714286,-55.8571428571429,-45.5357142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-22.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-20.75,-23.5,0,0,0,0,0,-79.3214285714286,-93.3571428571429,0,0,0,0,0,0,0,0,-19.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65.2142857142857,0,0,0,0,0,0,-72.6428571428571,-62.4285714285714,0,0,0,0,0,0,0,0,0,0,-45.5357142857143,-76.7857142857143,0,0,0,0,-58.9285714285714,0,-48.7142857142857,0,0,0,0,0,0,0,0,0,0,-52.1785714285714,-68.6428571428571,-68.6428571428571,0,0,-66.7857142857143,-51.6071428571429,-39.4642857142857,0,-35.75
3,-1.03,-1.15000000000001,0,31.057032375,1.46640625,-40.1617199166667,-0.1201375,0.13276875,9.749387875,-87.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-63.3333333333333,0,0,0,0,0,0,0,0,0,-31.3333333333333,0,0,0,0,0,0,-83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-66.6666666666667,-78.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27.6666666666667,0,0,0,0,0,0,-68.3333333333333,0,0,0,0,0,0,0,0,0,0,0,0,-80,0,0,0,0,-25,0,-15.5,0,0,0,0,0,0,0,0,0,0,-57.6666666666667,-65.6666666666667,-65.6666666666667,0,0,-70.8333333333333,0,0,0,0
4,-1.94,-1.13000000000001,0,31.0862512666667,-1.28875,-40.2787516,-0.053205,0.178705,9.83130046666667,223.333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-63.6666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-77.4666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-74.6666666666667,-87.7333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-43.7333333333333,0,0,0,0,0,0,0,0,0,0,0,0,-78.1333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-56.9333333333333,-65,-65,0,0,0,0,0,0,0
5,-2.77,-1.11000000000001,0,31.3295464848485,-1.41136363636364,-40.328979060606,-0.0564772727272727,0.0226363636363636,9.78441857575757,339.393939393939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-60.2727272727273,0,0,0,0,0,0,0,0,-62.1818181818182,0,0,0,0,0,0,0,-78.0909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-61.3636363636364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-68.5151515151515,0,0,0,0,0,0,0,0,0,0,0,-47.4545454545455,-74.969696969697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-51.9393939393939,-65.1818181818182,-64.4848484848485,0,0,-53.5151515151515,0,0,0,-52.2727272727273
6,-3.58,-1.12,0,32.9098231428571,0.367857142857143,-39.366073047619,-0.338714285714286,-0.293378571428571,9.70319319047619,52.3809523809524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-59,0,0,0,0,0,0,0,0,-72.4285714285714,-62.1428571428571,0,0,0,0,0,0,-81.2857142857143,-65.7142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-60.7142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65.5714285714286,0,0,0,0,0,0,0,0,0,0,0,-46.9523809523809,-77,0,0,0,0,-56.4285714285714,0,0,0,0,0,0,0,0,0,0,0,0,-54,-60,-59.7142857142857,0,0,-59.9047619047619,0,0,0,-60.7142857142857
7,-4.43,-1.12,0,31.8875012121212,-0.255681818181818,-39.1505698181818,-0.231063636363636,-0.00957727272727275,9.67528227272727,-518.181818181818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-65.030303030303,0,0,0,0,0,0,0,0,-53.7878787878788,-80.9393939393939,0,0,0,0,0,0,-80.6060606060606,-92.0909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.54545454545455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-58.9090909090909,0,0,0,0,0,0,0,0,0,0,0,-3.51515151515152,-77.5151515151515,0,0,0,0,-73.0909090909091,0,0,-53.6363636363636,-7.09090909090909,0,0,0,0,0,0,0,0,-40.9090909090909,-68.4848484848485,-68.4848484848485,0,0,-53.8181818181818,0,0,0,-54.5454545454545
8,-5.13,-1.11000000000001,0,30.7361426956522,3.3945652173913,-37.949186173913,-0.533686956521739,-0.898910869565217,9.72226330434783,13.0434782608696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-68.3913043478261,0,0,0,0,0,0,0,0,-43.2173913043478,-78.1739130434783,0,0,0,0,0,0,-83.2173913043478,-91.4347826086957,0,0,0,0,-37.1739130434783,0,-37.1739130434783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-76.3478260869565,0,0,0,0,-69.3913043478261,0,0,-93.6086956521739,-71.2173913043478,0,0,0,0,0,0,0,-35.2173913043478,-54.7826086956522,-71.2173913043478,-71.2173913043478,0,0,0,0,0,0,0
9,-5.22,-0.980000000000004,0,2.18169642857143,32.9196442857143,-37.5093767142857,-0.425775,-0.347142857142857,9.71565064285714,21.4285714285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-64.2857142857143,0,0,0,0,0,0,0,0,-56.5714285714286,-77.6428571428571,0,0,0,0,0,0,-83.5714285714286,-89.7857142857143,0,0,0,0,-95,0,-94.2142857142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-72.2857142857143,0,0,0,-76.8571428571429,0,0,0,0,-76.7857142857143,0,0,-79.7142857142857,-66.8571428571429,0,0,0,-62.0714285714286,0,0,0,-77.1428571428571,-48,-64.5,-64.5,0,0,-56.5714285714286,-57.3571428571429,0,0,0
10,-5.22,-0.0500000000000043,0,1.97586206896552,30.5301735172414,-37.1081915862069,-0.254994827586207,-0.34763275862069,9.73680037931034,27.5862068965517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-54.3103448275862,0,0,0,0,0,0,0,0,-62.0689655172414,-81.6896551724138,0,0,0,0,0,0,-83.6551724137931,-85.6206896551724,0,0,0,0,-94.1379310344828,0,-81.0344827586207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-84.8620689655172,0,0,0,-76.1034482758621,0,0,0,0,-70.9310344827586,0,0,-80.1724137931034,-73.4137931034483,0,0,0,-79.1034482758621,0,0,0,-82.2068965517241,-51.7586206896552,-67.7931034482759,-67.7931034482759,0,0,-62.0689655172414,-77.2068965517241,-29.9655172413793,0,-59.4827586206897
